,age_end,age_start,ethnicity,mean_value,sex,year_end,year_start
209,10,9,BLA,0.1,Male,2012,2011
210,11,10,BLA,0.1,Male,2012,2011
211,12,11,BLA,0.1,Male,2012,2011
212,13,12,BLA,0.1,Male,2012,2011
213,14,13,BLA,0.1,Male,2012,2011
214,15,14,BLA,0.1,Male,2012,2011
215,16,15,BLA,0.1,Male,2012,2011
216,17,16,BLA,0.1,Male,2012,2011
217,18,17,BLA,0.1,Male,2012,2011
218,19,18,BLA,0.1,Male,2012,2011
219,20,19,BLA,0.1,Male,2012,2011
220,21,20,BLA,0.1,Male,2012,2011
221,22,21,BLA,0.1,Male,2012,2011
222,23,22,BLA,0.1,Male,2012,2011
223,24,23,BLA,0.1,Male,2012,2011
224,25,24,BLA,0.1,Male,2012,2011
225,26,25,BLA,0.1,Male,2012,2011
226,27,26,BLA,0.1,Male,2012,2011
227,28,27,BLA,0.1,Male,2012,2011
228,29,28,BLA,0.1,Male,2012,2011
229,30,29,BLA,0.1,Male,2012,2011
230,31,30,BLA,0.1,Male,2012,2011
231,32,31,BLA,0.1,Male,2012,2011
232,33,32,BLA,0.1,Male,2012,2011
233,34,33,BLA,0.1,Male,2012,2011
234,35,34,BLA,0.1,Male,2012,2011
235,36,35,BLA,0.1,Male,2012,2011
236,37,36,BLA,0.1,Male,2012,2011
237,38,37,BLA,0.1,Male,2012,2011
238,39,38,BLA,0.1,Male,2012,2011
239,40,39,BLA,0.1,Male,2012,2011
240,41,40,BLA,0.1,Male,2012,2011
241,42,41,BLA,0.1,Male,2012,2011
242,43,42,BLA,0.1,Male,2012,2011
243,44,43,BLA,0.1,Male,2012,2011
244,45,44,BLA,0.1,Male,2012,2011
245,46,45,BLA,0.1,Male,2012,2011
246,47,46,BLA,0.1,Male,2012,2011
247,48,47,BLA,0.1,Male,2012,2011
248,49,48,BLA,0.1,Male,2012,2011
249,50,49,BLA,0.1,Male,2012,2011
250,51,50,BLA,0.1,Male,2012,2011
251,52,51,BLA,0.1,Male,2012,2011
252,53,52,BLA,0.1,Male,2012,2011
253,54,53,BLA,0.1,Male,2012,2011
254,55,54,BLA,0.1,Male,2012,2011
255,56,55,BLA,0.1,Male,2012,2011
256,57,56,BLA,0.1,Male,2012,2011
257,58,57,BLA,0.1,Male,2012,2011
258,59,58,BLA,0.1,Male,2012,2011
259,60,59,BLA,0.1,Male,2012,2011
260,61,60,BLA,0.1,Male,2012,2011
261,62,61,BLA,0.1,Male,2012,2011
262,63,62,BLA,0.1,Male,2012,2011
263,64,63,BLA,0.1,Male,2012,2011
264,65,64,BLA,0.1,Male,2012,2011
265,66,65,BLA,0.1,Male,2012,2011
266,67,66,BLA,0.1,Male,2012,2011
267,68,67,BLA,0.1,Male,2012,2011
268,69,68,BLA,0.1,Male,2012,2011
269,70,69,BLA,0.1,Male,2012,2011
270,71,70,BLA,0.1,Male,2012,2011
271,72,71,BLA,0.1,Male,2012,2011
272,73,72,BLA,0.1,Male,2012,2011
273,74,73,BLA,0.1,Male,2012,2011
274,75,74,BLA,0.1,Male,2012,2011
275,76,75,BLA,0.1,Male,2012,2011
276,77,76,BLA,0.1,Male,2012,2011
277,78,77,BLA,0.1,Male,2012,2011
278,79,78,BLA,0.1,Male,2012,2011
279,80,79,BLA,0.1,Male,2012,2011
280,81,80,BLA,0.1,Male,2012,2011
281,82,81,BLA,0.1,Male,2012,2011
282,83,82,BLA,0.1,Male,2012,2011
283,84,83,BLA,0.1,Male,2012,2011
284,85,84,BLA,0.1,Male,2012,2011
285,86,85,BLA,0.1,Male,2012,2011
286,87,86,BLA,0.1,Male,2012,2011
287,88,87,BLA,0.1,Male,2012,2011
288,89,88,BLA,0.1,Male,2012,2011
289,90,89,BLA,0.1,Male,2012,2011
290,91,90,BLA,0.1,Male,2012,2011
291,92,91,BLA,0.1,Male,2012,2011
292,93,92,BLA,0.1,Male,2012,2011
293,94,93,BLA,0.1,Male,2012,2011
294,95,94,BLA,0.1,Male,2012,2011
295,96,95,BLA,0.1,Male,2012,2011
296,97,96,BLA,0.1,Male,2012,2011
297,98,97,BLA,0.1,Male,2012,2011
298,99,98,BLA,0.1,Male,2012,2011
299,100,99,BLA,0.1,Male,2012,2011
300,1,0,BLA,0.1,Female,2012,2011
301,2,1,BLA,0.1,Female,2012,2011
302,3,2,BLA,0.1,Female,2012,2011
303,4,3,BLA,0.1,Female,2012,2011
304,5,4,BLA,0.1,Female,2012,2011
305,6,5,BLA,0.1,Female,2012,2011
306,7,6,BLA,0.1,Female,2012,2011
307,8,7,BLA,0.1,Female,2012,2011
308,9,8,BLA,0.1,Female,2012,2011
309,10,9,BLA,0.1,Female,2012,2011
310,11,10,BLA,0.1,Female,2012,2011
311,12,11,BLA,0.1,Female,2012,2011
312,13,12,BLA,0.1,Female,2012,2011
313,14,13,BLA,0.1,Female,2012,2011
314,15,14,BLA,0.1,Female,2012,2011
315,16,15,BLA,0.1,Female,2012,2011
316,17,16,BLA,0.1,Female,2012,2011
317,18,17,BLA,0.1,Female,2012,2011
318,19,18,BLA,0.1,Female,2012,2011
319,20,19,BLA,0.1,Female,2012,2011
320,21,20,BLA,0.1,Female,2012,2011
321,22,21,BLA,0.1,Female,2012,2011
322,23,22,BLA,0.1,Female,2012,2011
323,24,23,BLA,0.1,Female,2012,2011
324,25,24,BLA,0.1,Female,2012,2011
325,26,25,BLA,0.1,Female,2012,2011
326,27,26,BLA,0.1,Female,2012,2011
327,28,27,BLA,0.1,Female,2012,2011
328,29,28,BLA,0.1,Female,2012,2011
329,30,29,BLA,0.1,Female,2012,2011
330,31,30,BLA,0.1,Female,2012,2011
331,32,31,BLA,0.1,Female,2012,2011
332,33,32,BLA,0.1,Female,2012,2011
333,34,33,BLA,0.1,Female,2012,2011
334,35,34,BLA,0.1,Female,2012,2011
335,36,35,BLA,0.1,Female,2012,2011
336,37,36,BLA,0.1,Female,2012,2011
337,38,37,BLA,0.1,Female,2012,2011
338,39,38,BLA,0.1,Female,2012,2011
339,40,39,BLA,0.1,Female,2012,2011
340,41,40,BLA,0.1,Female,2012,2011
341,42,41,BLA,0.1,Female,2012,2011
342,43,42,BLA,0.1,Female,2012,2011
343,44,43,BLA,0.1,Female,2012,2011
344,45,44,BLA,0.1,Female,2012,2011
345,46,45,BLA,0.1,Female,2012,2011
346,47,46,BLA,0.1,Female,2012,2011
347,48,47,BLA,0.1,Female,2012,2011
348,49,48,BLA,0.1,Female,2012,2011
349,50,49,BLA,0.1,Female,2012,2011
350,51,50,BLA,0.1,Female,2012,2011
351,52,51,BLA,0.1,Female,2012,2011
352,53,52,BLA,0.1,Female,2012,2011
353,54,53,BLA,0.1,Female,2012,2011
354,55,54,BLA,0.1,Female,2012,2011
355,56,55,BLA,0.1,Female,2012,2011
356,57,56,BLA,0.1,Female,2012,2011
357,58,57,BLA,0.1,Female,2012,2011
358,59,58,BLA,0.1,Female,2012,2011
359,60,59,BLA,0.1,Female,2012,2011
360,61,60,BLA,0.1,Female,2012,2011
361,62,61,BLA,0.1,Female,2012,2011
362,63,62,BLA,0.1,Female,2012,2011
363,64,63,BLA,0.1,Female,2012,2011
364,65,64,BLA,0.1,Female,2012,2011
365,66,65,BLA,0.1,Female,2012,2011
366,67,66,BLA,0.1,Female,2012,2011
367,68,67,BLA,0.1,Female,2012,2011
368,69,68,BLA,0.1,Female,2012,2011
369,70,69,BLA,0.1,Female,2012,2011
370,71,70,BLA,0.1,Female,2012,2011
371,72,71,BLA,0.1,Female,2012,2011
372,73,72,BLA,0.1,Female,2012,2011
373,74,73,BLA,0.1,Female,2012,2011
374,75,74,BLA,0.1,Female,2012,2011
375,76,75,BLA,0.1,Female,2012,2011
376,77,76,BLA,0.1,Female,2012,2011
377,78,77,BLA,0.1,Female,2012,2011
378,79,78,BLA,0.1,Female,2012,2011
379,80,79,BLA,0.1,Female,2012,2011
380,81,80,BLA,0.1,Female,2012,2011
381,82,81,BLA,0.1,Female,2012,2011
382,83,82,BLA,0.1,Female,2012,2011
383,84,83,BLA,0.1,Female,2012,2011
384,85,84,BLA,0.1,Female,2012,2011
385,86,85,BLA,0.1,Female,2012,2011
386,87,86,BLA,0.1,Female,2012,2011
387,88,87,BLA,0.1,Female,2012,2011
388,89,88,BLA,0.1,Female,2012,2011
389,90,89,BLA,0.1,Female,2012,2011
390,91,90,BLA,0.1,Female,2012,2011
391,92,91,BLA,0.1,Female,2012,2011
392,93,92,BLA,0.1,Female,2012,2011
393,94,93,BLA,0.1,Female,2012,2011
394,95,94,BLA,0.1,Female,2012,2011
395,96,95,BLA,0.1,Female,2012,2011
396,97,96,BLA,0.1,Female,2012,2011
397,98,97,BLA,0.1,Female,2012,2011
398,99,98,BLA,0.1,Female,2012,2011
399,100,99,BLA,0.1,Female,2012,2011
400,1,0,BLC,0.1,Male,2012,2011
401,2,1,BLC,0.1,Male,2012,2011
402,3,2,BLC,0.1,Male,2012,2011
403,4,3,BLC,0.1,Male,2012,2011
404,5,4,BLC,0.1,Male,2012,2011
405,6,5,BLC,0.1,Male,2012,2011
406,7,6,BLC,0.1,Male,2012,2011
407,8,7,BLC,0.1,Male,2012,2011
408,9,8,BLC,0.1,Male,2012,2011
409,10,9,BLC,0.1,Male,2012,2011
410,11,10,BLC,0.1,Male,2012,2011
411,12,11,BLC,0.1,Male,2012,2011
412,13,12,BLC,0.1,Male,2012,2011
413,14,13,BLC,0.1,Male,2012,2011
414,15,14,BLC,0.1,Male,2012,2011
415,16,15,BLC,0.1,Male,2012,2011
416,17,16,BLC,0.1,Male,2012,2011
417,18,17,BLC,0.1,Male,2012,2011
418,19,18,BLC,0.1,Male,2012,2011
419,20,19,BLC,0.1,Male,2012,2011
420,21,20,BLC,0.1,Male,2012,2011
421,22,21,BLC,0.1,Male,2012,2011
422,23,22,BLC,0.1,Male,2012,2011
423,24,23,BLC,0.1,Male,2012,2011
424,25,24,BLC,0.1,Male,2012,2011
425,26,25,BLC,0.1,Male,2012,2011
426,27,26,BLC,0.1,Male,2012,2011
427,28,27,BLC,0.1,Male,2012,2011
428,29,28,BLC,0.1,Male,2012,2011
429,30,29,BLC,0.1,Male,2012,2011
430,31,30,BLC,0.1,Male,2012,2011
431,32,31,BLC,0.1,Male,2012,2011
432,33,32,BLC,0.1,Male,2012,2011
433,34,33,BLC,0.1,Male,2012,2011
434,35,34,BLC,0.1,Male,2012,2011
435,36,35,BLC,0.1,Male,2012,2011
436,37,36,BLC,0.1,Male,2012,2011
437,38,37,BLC,0.1,Male,2012,2011
438,39,38,BLC,0.1,Male,2012,2011
439,40,39,BLC,0.1,Male,2012,2011
440,41,40,BLC,0.1,Male,2012,2011
441,42,41,BLC,0.1,Male,2012,2011
442,43,42,BLC,0.1,Male,2012,2011
443,44,43,BLC,0.1,Male,2012,2011
444,45,44,BLC,0.1,Male,2012,2011
445,46,45,BLC,0.1,Male,2012,2011
446,47,46,BLC,0.1,Male,2012,2011
447,48,47,BLC,0.1,Male,2012,2011
448,49,48,BLC,0.1,Male,2012,2011
449,50,49,BLC,0.1,Male,2012,2011
450,51,50,BLC,0.1,Male,2012,2011
451,52,51,BLC,0.1,Male,2012,2011
452,53,52,BLC,0.1,Male,2012,2011
453,54,53,BLC,0.1,Male,2012,2011
454,55,54,BLC,0.1,Male,2012,2011
455,56,55,BLC,0.1,Male,2012,2011
456,57,56,BLC,0.1,Male,2012,2011
457,58,57,BLC,0.1,Male,2012,2011
458,59,58,BLC,0.1,Male,2012,2011
459,60,59,BLC,0.1,Male,2012,2011
460,61,60,BLC,0.1,Male,2012,2011
461,62,61,BLC,0.1,Male,2012,2011
462,63,62,BLC,0.1,Male,2012,2011
463,64,63,BLC,0.1,Male,2012,2011
464,65,64,BLC,0.1,Male,2012,2011
465,66,65,BLC,0.1,Male,2012,2011
466,67,66,BLC,0.1,Male,2012,2011
467,68,67,BLC,0.1,Male,2012,2011
468,69,68,BLC,0.1,Male,2012,2011
469,70,69,BLC,0.1,Male,2012,2011
470,71,70,BLC,0.1,Male,2012,2011
471,72,71,BLC,0.1,Male,2012,2011
472,73,72,BLC,0.1,Male,2012,2011
473,74,73,BLC,0.1,Male,2012,2011
474,75,74,BLC,0.1,Male,2012,2011
475,76,75,BLC,0.1,Male,2012,2011
476,77,76,BLC,0.1,Male,2012,2011
477,78,77,BLC,0.1,Male,2012,2011
478,79,78,BLC,0.1,Male,2012,2011
479,80,79,BLC,0.1,Male,2012,2011
480,81,80,BLC,0.1,Male,2012,2011
481,82,81,BLC,0.1,Male,2012,2011
482,83,82,BLC,0.1,Male,2012,2011
483,84,83,BLC,0.1,Male,2012,2011
484,85,84,BLC,0.1,Male,2012,2011
485,86,85,BLC,0.1,Male,2012,2011
486,87,86,BLC,0.1,Male,2012,2011
487,88,87,BLC,0.1,Male,2012,2011
488,89,88,BLC,0.1,Male,2012,2011
489,90,89,BLC,0.1,Male,2012,2011
490,91,90,BLC,0.1,Male,2012,2011
491,92,91,BLC,0.1,Male,2012,2011
492,93,92,BLC,0.1,Male,2012,2011
493,94,93,BLC,0.1,Male,2012,2011
494,95,94,BLC,0.1,Male,2012,2011
495,96,95,BLC,0.1,Male,2012,2011
496,97,96,BLC,0.1,Male,2012,2011
497,98,97,BLC,0.1,Male,2012,2011
498,99,98,BLC,0.1,Male,2012,2011
499,100,99,BLC,0.1,Male,2012,2011
500,1,0,BLC,0.1,Female,2012,2011
501,2,1,BLC,0.1,Female,2012,2011
502,3,2,BLC,0.1,Female,2012,2011
503,4,3,BLC,0.1,Female,2012,2011
504,5,4,BLC,0.1,Female,2012,2011
505,6,5,BLC,0.1,Female,2012,2011
506,7,6,BLC,0.1,Female,2012,2011
507,8,7,BLC,0.1,Female,2012,2011
508,9,8,BLC,0.1,Female,2012,2011
509,10,9,BLC,0.1,Female,2012,2011
510,11,10,BLC,0.1,Female,2012,2011
511,12,11,BLC,0.1,Female,2012,2011
512,13,12,BLC,0.1,Female,2012,2011
513,14,13,BLC,0.1,Female,2012,2011
514,15,14,BLC,0.1,Female,2012,2011
515,16,15,BLC,0.1,Female,2012,2011
516,17,16,BLC,0.1,Female,2012,2011
517,18,17,BLC,0.1,Female,2012,2011
518,19,18,BLC,0.1,Female,2012,2011
519,20,19,BLC,0.1,Female,2012,2011
520,21,20,BLC,0.1,Female,2012,2011
521,22,21,BLC,0.1,Female,2012,2011
522,23,22,BLC,0.1,Female,2012,2011
523,24,23,BLC,0.1,Female,2012,2011
524,25,24,BLC,0.1,Female,2012,2011
525,26,25,BLC,0.1,Female,2012,2011
526,27,26,BLC,0.1,Female,2012,2011
527,28,27,BLC,0.1,Female,2012,2011
528,29,28,BLC,0.1,Female,2012,2011
529,30,29,BLC,0.1,Female,2012,2011
530,31,30,BLC,0.1,Female,2012,2011
531,32,31,BLC,0.1,Female,2012,2011
532,33,32,BLC,0.1,Female,2012,2011
533,34,33,BLC,0.1,Female,2012,2011
534,35,34,BLC,0.1,Female,2012,2011
535,36,35,BLC,0.1,Female,2012,2011
536,37,36,BLC,0.1,Female,2012,2011
537,38,37,BLC,0.1,Female,2012,2011
538,39,38,BLC,0.1,Female,2012,2011
539,40,39,BLC,0.1,Female,2012,2011
540,41,40,BLC,0.1,Female,2012,2011
541,42,41,BLC,0.1,Female,2012,2011
542,43,42,BLC,0.1,Female,2012,2011
543,44,43,BLC,0.1,Female,2012,2011
544,45,44,BLC,0.1,Female,2012,2011
545,46,45,BLC,0.1,Female,2012,2011
546,47,46,BLC,0.1,Female,2012,2011
547,48,47,BLC,0.1,Female,2012,2011
548,49,48,BLC,0.1,Female,2012,2011
549,50,49,BLC,0.1,Female,2012,2011
550,51,50,BLC,0.1,Female,2012,2011
551,52,51,BLC,0.1,Female,2012,2011
552,53,52,BLC,0.1,Female,2012,2011
553,54,53,BLC,0.1,Female,2012,2011
554,55,54,BLC,0.1,Female,2012,2011
555,56,55,BLC,0.1,Female,2012,2011
556,57,56,BLC,0.1,Female,2012,2011
557,58,57,BLC,0.1,Female,2012,2011
558,59,58,BLC,0.1,Female,2012,2011
559,60,59,BLC,0.1,Female,2012,2011
560,61,60,BLC,0.1,Female,2012,2011
561,62,61,BLC,0.1,Female,2012,2011
562,63,62,BLC,0.1,Female,2012,2011
563,64,63,BLC,0.1,Female,2012,2011
564,65,64,BLC,0.1,Female,2012,2011
565,66,65,BLC,0.1,Female,2012,2011
566,67,66,BLC,0.1,Female,2012,2011
567,68,67,BLC,0.1,Female,2012,2011
568,69,68,BLC,0.1,Female,2012,2011
569,70,69,BLC,0.1,Female,2012,2011
570,71,70,BLC,0.1,Female,2012,2011
571,72,71,BLC,0.1,Female,2012,2011
572,73,72,BLC,0.1,Female,2012,2011
573,74,73,BLC,0.1,Female,2012,2011
574,75,74,BLC,0.1,Female,2012,2011
575,76,75,BLC,0.1,Female,2012,2011
576,77,76,BLC,0.1,Female,2012,2011
577,78,77,BLC,0.1,Female,2012,2011
578,79,78,BLC,0.1,Female,2012,2011
579,80,79,BLC,0.1,Female,2012,2011
580,81,80,BLC,0.1,Female,2012,2011
581,82,81,BLC,0.1,Female,2012,2011
582,83,82,BLC,0.1,Female,2012,2011
583,84,83,BLC,0.1,Female,2012,2011
584,85,84,BLC,0.1,Female,2012,2011
585,86,85,BLC,0.1,Female,2012,2011
586,87,86,BLC,0.1,Female,2012,2011
587,88,87,BLC,0.1,Female,2012,2011
588,89,88,BLC,0.1,Female,2012,2011
589,90,89,BLC,0.1,Female,2012,2011
590,91,90,BLC,0.1,Female,2012,2011
591,92,91,BLC,0.1,Female,2012,2011
592,93,92,BLC,0.1,Female,2012,2011
593,94,93,BLC,0.1,Female,2012,2011
594,95,94,BLC,0.1,Female,2012,2011
595,96,95,BLC,0.1,Female,2012,2011
596,97,96,BLC,0.1,Female,2012,2011
597,98,97,BLC,0.1,Female,2012,2011
598,99,98,BLC,0.1,Female,2012,2011
599,100,99,BLC,0.1,Female,2012,2011
600,1,0,CHI,0.1,Male,2012,2011
601,2,1,CHI,0.1,Male,2012,2011
602,3,2,CHI,0.1,Male,2012,2011
603,4,3,CHI,0.1,Male,2012,2011
604,5,4,CHI,0.1,Male,2012,2011
605,6,5,CHI,0.1,Male,2012,2011
